Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
390,o+t+l+s,tools,FALSE,,,otls,0,,,o,,,,,,t,l,s,,t,o,o,,o,t,l,s,,,,,+,,,,,,Keep,tools
391,o+w+l,low,FALSE,,,owl,0,,,o,,,w,,,,l,,,l,o,w,,o,w,l,,,,,,+,,,,,,Remove,FALSE
392,r+p+l+y,reply,FALSE,,,rply,0,,,,r,,,p,,,l,y,,r,e,p,,r,p,l,y,,,,,+,,,,,,Keep,reply
393,u+o+r+c+t+s,customer,FALSE,,,uorcts,0,,u,o,r,c,,,,t,,s,,c,u,s,,u,o,r,c,t,s,,,+,,,,,,Keep,customer
394,e+c+d+b,december,FALSE,,,ecdb,0,,,,e,c,,d,b,,,,,d,e,c,,e,c,d,b,,,,,+,,,,,,Keep,december
395,o+r+c+p+a,compare,FALSE,,,orcpa,0,,,o,r,c,,p,,a,,,,c,o,m,,o,r,c,p,a,,,,+,,,,,,Keep,compare
396,o+e+m+s,movies,FALSE,,,oems,1,,,o,e,m,,,,,,s,,m,o,v,,o,e,m,s,,,,,+,,,,,,Keep,movies
397,u+i+e+c+d+n,include,FALSE,,,uiecdn,0,,u,i,e,c,,d,,,n,,,i,n,c,,u,i,e,c,d,n,,,+,,,,,,Keep,include
398,o+e+c+g+l,college,FALSE,,,oecgl,0,,,o,e,c,g,,,,l,,,c,o,l,,o,e,c,g,l,,,,+,,,,,,Keep,college
399,u+e+v+a+l,value,FALSE,,,ueval,0,,u,,e,v,,,,a,l,,,v,a,l,,u,e,v,a,l,,,,+,,,,,,Keep,value
401,i+r+c+a+l,article,FALSE,,,ircal,0,,,i,r,c,,,,a,l,,,a,r,t,,i,r,c,a,l,,,,+,,,,,,Keep,article
402,o+r+k+y,york,FALSE,,,orky,0,,,o,r,k,,,,,,y,,y,o,r,,o,r,k,y,,,,,+,,,,,,Remove,FALSE
403,m+a+n,man,FALSE,,,man,0,,,,,m,,,,a,n,,,m,a,n,,m,a,n,,,,,,+,,,,,,Remove,FALSE
404,r+c+d+a,card,FALSE,,,rcda,0,,,,r,c,,d,,a,,,,c,a,r,,r,c,d,a,,,,,+,,,,,,Remove,FALSE
405,o+b+j+s,jobs,FALSE,,,objs,0,,,o,,,,,b,,j,s,,j,o,b,,o,b,j,s,,,,,+,,,,,,Remove,FALSE
406,o+r+v+p,provide,FALSE,,,orvp,0,,,o,r,v,,p,,,,,,p,r,o,,o,r,v,p,,,,,+,,,,,,Keep,provide
407,o+f,food,FALSE,,,of,2,,,o,,,,f,,,,,,f,o,o,,o,f,,,,,,,+,,,,,,Remove,FALSE
408,u+o+r+c+s,source,FALSE,,,uorcs,1,,u,o,r,c,,,,,,s,,s,o,u,,u,o,r,c,s,,,,+,,,,,,Keep,source
409,u+o+r+h+a,author,FALSE,,,uorha,0,,u,o,r,,,h,,a,,,,a,u,t,,u,o,r,h,a,,,,+,,,,,,Keep,author
410,i+r+d+t+n,different,FALSE,,,irdtn,0,,,i,r,,,d,,t,n,,,d,i,f,,i,r,d,t,n,,,,+,,,,,,Keep,different
412,r+p+s,press,FALSE,,,rps,0,,,,r,,,p,,,,s,,p,r,e,,r,p,s,,,,,,+,,,,,,Keep,press
413,e+a+l,learn,FALSE,,,eal,0,,,,e,,,,,a,l,,,l,e,a,,e,a,l,,,,,,+,,,,,,Keep,learn
414,e+a+l+s,sale,FALSE,,,eals,0,,,,e,,,,,a,l,s,,s,a,l,,e,a,l,s,,,,,+,,,,,,Remove,FALSE
415,u+o+r+d+a+n,around,FALSE,,,uordan,0,,u,o,r,,,d,,a,n,,,a,r,o,,u,o,r,d,a,n,,,+,,,,,,Keep,around
416,i+r+p+t+n,print,FALSE,,,irptn,0,,,i,r,,,p,,t,n,,,p,r,i,,i,r,p,t,n,,,,+,,,,,,Keep,print
417,u+o+r+c+s,course,FALSE,,,uorcs,2,,u,o,r,c,,,,,,s,,c,o,u,,u,o,r,c,s,,,,+,,,,,,Keep,course
418,o+b+j,job,FALSE,,,obj,0,,,o,,,,,b,,j,,,j,o,b,,o,b,j,,,,,,+,,,,,,Remove,FALSE
419,c+d+a+n,canada,FALSE,,,cdan,0,,,,,c,,d,,a,n,,,c,a,n,,c,d,a,n,,,,,+,,,,,,Keep,canada
420,o+r+c+p+s,process,FALSE,,,orcps,0,,,o,r,c,,p,,,,s,,p,r,o,,o,r,c,p,s,,,,+,,,,,,Keep,process
421,e+t+n,teen,FALSE,,,etn,0,,,,e,,,,,t,n,,,t,e,e,,e,t,n,,,,,,+,,,,,,Remove,FALSE
422,o+r+m,room,FALSE,,,orm,1,,,o,r,m,,,,,,,,r,o,o,,o,r,m,,,,,,+,,,,,,Remove,FALSE
423,o+k+t+s,stock,FALSE,,,okts,0,,,o,,k,,,,t,,s,,s,t,o,,o,k,t,s,,,,,+,,,,,,Keep,stock
424,i+r+g+t+n,training,FALSE,,,irgtn,0,,,i,r,,g,,,t,n,,,t,r,a,,i,r,g,t,n,,,,+,,,,,,Keep,training
425,o+t,too,FALSE,,,ot,1,,,o,,,,,,t,,,,t,o,o,,o,t,,,,,,,+,,,,,,Remove,FALSE
426,i+r+c+d+t,credit,FALSE,,,ircdt,0,,,i,r,c,,d,,t,,,,c,r,e,,i,r,c,d,t,,,,+,,,,,,Keep,credit
427,o+p+t+n,point,FALSE,,,optn,0,,,o,,,,p,,t,n,,,p,o,i,,o,p,t,n,,,,,+,,,,,,Keep,point
428,o+j,join,FALSE,,,oj,0,,,o,,,,,,,j,,,j,o,i,,o,j,,,,,,,+,,,,,,Remove,FALSE
429,i+e+c+n+s,science,FALSE,,,iecns,1,,,i,e,c,,,,,n,s,,s,c,i,,i,e,c,n,s,,,,+,,,,,,Keep,science
430,e+m+n,men,FALSE,,,emn,0,,,,e,m,,,,,n,,,m,e,n,,e,m,n,,,,,,+,,,,,,Remove,FALSE
431,i+r+c+g+a+s,categories,FALSE,,,ircgas,0,,,i,r,c,g,,,a,,s,,c,a,t,,i,r,c,g,a,s,,,+,,,,,,Keep,categories
432,e+v+d+a+n,advanced,FALSE,,,evdan,0,,,,e,v,,d,,a,n,,,a,d,v,,e,v,d,a,n,,,,+,,,,,,Keep,advanced
434,e+w+t+s,west,FALSE,,,ewts,0,,,,e,,w,,,t,,s,,w,e,s,,e,w,t,s,,,,,+,,,,,,Remove,FALSE
435,e+a+l+s,sales,FALSE,,,eals,1,,,,e,,,,,a,l,s,,s,a,l,,e,a,l,s,,,,,+,,,,,,Keep,sales
436,o+k+l,look,FALSE,,,okl,0,,,o,,k,,,,,l,,,l,o,o,,o,k,l,,,,,,+,,,,,,Remove,FALSE
437,i+e+g+h+n+s,english,FALSE,,,ieghns,0,,,i,e,,g,h,,,n,s,,e,n,g,,i,e,g,h,n,s,,,+,,,,,,Keep,english
438,e+f+t+l,left,FALSE,,,eftl,0,,,,e,,,f,,t,l,,,l,e,f,,e,f,t,l,,,,,+,,,,,,Remove,FALSE
439,e+m+t,team,FALSE,,,emt,0,,,,e,m,,,,t,,,,t,e,a,,e,m,t,,,,,,+,,,,,,Remove,FALSE
440,e+t+s,estate,FALSE,,,ets,2,,,,e,,,,,t,,s,,e,s,t,,e,t,s,,,,,,+,,,,,,Keep,estate
441,o+b,box,FALSE,,,ob,0,,,o,,,,,b,,,,,b,o,x,,o,b,,,,,,,+,,,,,,Remove,FALSE
442,o+c+d+t+n+s,conditions,FALSE,,,ocdtns,0,,,o,,c,,d,,t,n,s,,c,o,n,,o,c,d,t,n,s,,,+,,,,,,Keep,conditions
443,e+c+t+l+s,select,FALSE,,,ectls,0,,,,e,c,,,,t,l,s,,s,e,l,,e,c,t,l,s,,,,+,,,,,,Keep,select
444,i+w+d+n+s,windows,FALSE,,,iwdns,0,,,i,,,w,d,,,n,s,,w,i,n,,i,w,d,n,s,,,,+,,,,,,Keep,windows
445,o+p+t+s,photos,FALSE,,,opts,2,,,o,,,,p,,t,,s,,p,h,o,,o,p,t,s,,,,,+,,,,,,Keep,photos
446,g+a+y,gay,FALSE,,,gay,0,,,,,,g,,,a,,y,,g,a,y,,g,a,y,,,,,,+,,,,,,Remove,FALSE
447,r+h+t,thread,FALSE,,,rht,1,,,,r,,,h,,t,,,,t,h,r,,r,h,t,,,,,,+,,,,,,Keep,thread
448,e+k+w,week,FALSE,,,ekw,0,,,,e,k,w,,,,,,,w,e,e,,e,k,w,,,,,,+,,,,,,Remove,FALSE
449,o+r+c+g+a+y,category,FALSE,,,orcgay,0,,,o,r,c,g,,,a,,y,,c,a,t,,o,r,c,g,a,y,,,+,,,,,,Keep,category
450,o+e+t+n,note,FALSE,,,oetn,0,,,o,e,,,,,t,n,,,n,o,t,,o,e,t,n,,,,,+,,,,,,Remove,FALSE
451,i+e+v+l,live,FALSE,,,ievl,0,,,i,e,v,,,,,l,,,l,i,v,,i,e,v,l,,,,,+,,,,,,Remove,FALSE
452,r+g+a+l,large,FALSE,,,rgal,0,,,,r,,g,,,a,l,,,l,a,r,,r,g,a,l,,,,,+,,,,,,Keep,large
453,r+g+a+l+y,gallery,FALSE,,,rgaly,0,,,,r,,g,,,a,l,y,,g,a,l,,r,g,a,l,y,,,,+,,,,,,Keep,gallery
454,e+b+t+l,table,FALSE,,,ebtl,0,,,,e,,,,b,t,l,,,t,a,b,,e,b,t,l,,,,,+,,,,,,Keep,table
455,i+r+g+t+s,register,FALSE,,,irgts,0,,,i,r,,g,,,t,,s,,r,e,g,,i,r,g,t,s,,,,+,,,,,,Keep,register
456,o+r+v+w+h,however,FALSE,,,orvwh,0,,,o,r,v,w,h,,,,,,h,o,w,,o,r,v,w,h,,,,+,,,,,,Keep,however
457,u+e+j,june,FALSE,,,uej,0,,u,,e,,,,,,j,,,j,u,n,,u,e,j,,,,,,+,,,,,,Remove,FALSE
458,o+r+c+b+t,october,FALSE,,,orcbt,0,,,o,r,c,,,b,t,,,,o,c,t,,o,r,c,b,t,,,,+,,,,,,Keep,october
459,o+r+v+b+n,november,FALSE,,,orvbn,0,,,o,r,v,,,b,,n,,,n,o,v,,o,r,v,b,n,,,,+,,,,,,Keep,november
460,r+m+a,market,FALSE,,,rma,0,,,,r,m,,,,a,,,,m,a,r,,r,m,a,,,,,,+,,,,,,Keep,market
461,i+r+b+a+l+y,library,FALSE,,,irbaly,0,,,i,r,,,,b,a,l,y,,l,i,b,,i,r,b,a,l,y,,,+,,,,,,Keep,library
462,r+a+l+y,really,FALSE,,,raly,0,,,,r,,,,,a,l,y,,r,e,a,,r,a,l,y,,,,,+,,,,,,Keep,really
463,i+c+a+n,action,FALSE,,,ican,0,,,i,,c,,,,a,n,,,a,c,t,,i,c,a,n,,,,,+,,,,,,Keep,action
464,r+t+s,start,FALSE,,,rts,0,,,,r,,,,,t,,s,,s,t,a,,r,t,s,,,,,,+,,,,,,Keep,start
465,i+e+s,series,FALSE,,,ies,0,,,i,e,,,,,,,s,,s,e,r,,i,e,s,,,,,,+,,,,,,Keep,series
466,o+e+m+d+l,model,FALSE,,,oemdl,0,,,o,e,m,,d,,,l,,,m,o,d,,o,e,m,d,l,,,,+,,,,,,Keep,model
467,u+e+f+a+s,features,FALSE,,,uefas,0,,u,,e,,,f,,a,,s,,f,e,a,,u,e,f,a,s,,,,+,,,,,,Keep,features
468,i+r+a,air,FALSE,,,ira,0,,,i,r,,,,,a,,,,a,i,r,,i,r,a,,,,,,+,,,,,,Remove,FALSE
469,u+i+r+d+t+n+y,industry,FALSE,,,uirdtny,0,,u,i,r,,,d,,t,n,y,,i,n,d,,u,i,r,d,t,n,y,,+,,,,,,Keep,industry
470,p+a+l,plan,FALSE,,,pal,0,,,,,,,p,,a,l,,,p,l,a,,p,a,l,,,,,,+,,,,,,Remove,FALSE
471,u+m+h+a+n,human,FALSE,,,umhan,0,,u,,,m,,h,,a,n,,,h,u,m,,u,m,h,a,n,,,,+,,,,,,Keep,human
472,o+r+v+p,provided,FALSE,,,orvp,1,,,o,r,v,,p,,,,,,p,r,o,,o,r,v,p,,,,,+,,,,,,Keep,provided
473,v+t,tv,FALSE,,,vt,0,,,,,v,,,,t,,,,t,v,,,v,t,,,,,,,+,,,,,,Remove,FALSE
474,e+y,yes,FALSE,,,ey,0,,,,e,,,,,,,y,,y,e,s,,e,y,,,,,,,+,,,,,,Remove,FALSE
475,u+i+r+d+q,required,FALSE,,,uirdq,0,,u,i,r,,,d,q,,,,,r,e,q,,u,i,r,d,q,,,,+,,,,,,Keep,required
476,o+e+c+d+n+s,second,FALSE,,,oecdns,0,,,o,e,c,,d,,,n,s,,s,e,c,,o,e,c,d,n,s,,,+,,,,,,Keep,second
477,o+h+t,hot,FALSE,,,oht,0,,,o,,,,h,,t,,,,h,o,t,,o,h,t,,,,,,+,,,,,,Remove,FALSE
478,i+r+c+a+s,accessories,FALSE,,,ircas,0,,,i,r,c,,,,a,,s,,a,c,c,,i,r,c,a,s,,,,+,,,,,,Keep,accessories
479,o+c+t+s,cost,FALSE,,,octs,0,,,o,,c,,,,t,,s,,c,o,s,,o,c,t,s,,,,,+,,,,,,Remove,FALSE
480,o+e+m,movie,FALSE,,,oem,0,,,o,e,m,,,,,,,,m,o,v,,o,e,m,,,,,,+,,,,,,Keep,movie
481,u+o+r+m+f+s,forums,FALSE,,,uormfs,0,,u,o,r,m,,f,,,,s,,f,o,r,,u,o,r,m,f,s,,,+,,,,,,Keep,forums
482,r+m+h+a,march,FALSE,,,rmha,0,,,,r,m,,h,,a,,,,m,a,r,,r,m,h,a,,,,,+,,,,,,Keep,march
483,a+l,la,FALSE,,,al,1,,,,,,,,,a,l,,,l,a,,,a,l,,,,,,,+,,,,,,Remove,FALSE
484,e+m+p+b+t+s,september,FALSE,,,empbts,0,,,,e,m,,p,b,t,,s,,s,e,p,,e,m,p,b,t,s,,,+,,,,,,Keep,september
485,e+b+t,better,FALSE,,,ebt,0,,,,e,,,,b,t,,,,b,e,t,,e,b,t,,,,,,+,,,,,,Keep,better
486,a+s,say,FALSE,,,as,1,,,,,,,,,a,,s,,s,a,y,,a,s,,,,,,,+,,,,,,Remove,FALSE
487,u+i+e+q+t+n+s,questions,FALSE,,,uieqtns,0,,u,i,e,,,,q,t,n,s,,q,u,e,,u,i,e,q,t,n,s,,+,,,,,,Keep,questions
488,u+j+y,july,FALSE,,,ujy,0,,u,,,,,,,,j,y,,j,u,l,,u,j,y,,,,,,+,,,,,,Remove,FALSE
489,o+h+a+y,yahoo,FALSE,,,ohay,0,,,o,,,,h,,a,,y,,y,a,h,,o,h,a,y,,,,,+,,,,,,Keep,yahoo
490,o+g+n,going,FALSE,,,ogn,0,,,o,,,g,,,,n,,,g,o,i,,o,g,n,,,,,,+,,,,,,Keep,going
491,i+e+m+d+a+l,medical,FALSE,,,iemdal,0,,,i,e,m,,d,,a,l,,,m,e,d,,i,e,m,d,a,l,,,+,,,,,,Keep,medical
492,e+t+s,test,FALSE,,,ets,3,,,,e,,,,,t,,s,,t,e,s,,e,t,s,,,,,,+,,,,,,Remove,FALSE
493,i+r+f+n,friend,FALSE,,,irfn,0,,,i,r,,,f,,,n,,,f,r,i,,i,r,f,n,,,,,+,,,,,,Keep,friend
494,o+e+c,come,FALSE,,,oec,0,,,o,e,c,,,,,,,,c,o,m,,o,e,c,,,,,,+,,,,,,Remove,FALSE
495,e+c+d,dec,FALSE,,,ecd,0,,,,e,c,,d,,,,,,d,e,c,,e,c,d,,,,,,+,,,,,,Remove,FALSE
496,e+v+s,server,FALSE,,,evs,0,,,,e,v,,,,,,s,,s,e,r,,e,v,s,,,,,,+,,,,,,Keep,server
497,c+p,pc,FALSE,,,cp,0,,,,,c,,p,,,,,,p,c,,,c,p,,,,,,,+,,,,,,Remove,FALSE
498,u+d+t+s,study,FALSE,,,udts,0,,u,,,,,d,,t,,s,,s,t,u,,u,d,t,s,,,,,+,,,,,,Keep,study
499,i+c+p+a+l,application,FALSE,,,icpal,0,,,i,,c,,p,,a,l,,,a,p,p,,i,c,p,a,l,,,,+,,,,,,Keep,application
500,r+c+a,cart,FALSE,,,rca,2,,,,r,c,,,,a,,,,c,a,r,,r,c,a,,,,,,+,,,,,,Remove,FALSE
501,f+t+s,staff,FALSE,,,fts,0,,,,,,,f,,t,,s,,s,t,a,,f,t,s,,,,,,+,,,,,,Keep,staff
502,i+r+c+a+l+s,articles,FALSE,,,ircals,0,,,i,r,c,,,,a,l,s,,a,r,t,,i,r,c,a,l,s,,,+,,,,,,Keep,articles
503,a+n+s,san,FALSE,,,ans,0,,,,,,,,,a,n,s,,s,a,n,,a,n,s,,,,,,+,,,,,,Remove,FALSE
504,e+k+f+b+a,feedback,FALSE,,,ekfba,0,,,,e,k,,f,b,a,,,,f,e,e,,e,k,f,b,a,,,,+,,,,,,Keep,feedback
505,i+g+a+n,again,FALSE,,,igan,0,,,i,,,g,,,a,n,,,a,g,a,,i,g,a,n,,,,,+,,,,,,Keep,again
506,p+a+l+y,play,FALSE,,,paly,0,,,,,,,p,,a,l,y,,p,l,a,,p,a,l,y,,,,,+,,,,,,Remove,FALSE
507,o+k+g+l,looking,FALSE,,,okgl,0,,,o,,k,g,,,,l,,,l,o,o,,o,k,g,l,,,,,+,,,,,,Keep,looking
508,u+i+e+s,issues,FALSE,,,uies,0,,u,i,e,,,,,,,s,,i,s,s,,u,i,e,s,,,,,+,,,,,,Keep,issues
509,i+r+p+a+l,april,FALSE,,,irpal,0,,,i,r,,,p,,a,l,,,a,p,r,,i,r,p,a,l,,,,+,,,,,,Keep,april
510,e+v+n,never,FALSE,,,evn,1,,,,e,v,,,,,n,,,n,e,v,,e,v,n,,,,,,+,,,,,,Keep,never
511,u+e+s,users,FALSE,,,ues,2,,u,,e,,,,,,,s,,u,s,e,,u,e,s,,,,,,+,,,,,,Keep,users
512,o+e+c+p+t+l,complete,FALSE,,,oecptl,0,,,o,e,c,,p,,t,l,,,c,o,m,,o,e,c,p,t,l,,,+,,,,,,Keep,complete
513,r+t+s,street,FALSE,,,rts,1,,,,r,,,,,t,,s,,s,t,r,,r,t,s,,,,,,+,,,,,,Keep,street
514,o+c+p+t,topic,FALSE,,,ocpt,0,,,o,,c,,p,,t,,,,t,o,p,,o,c,p,t,,,,,+,,,,,,Keep,topic
516,o+e+c+t+n,comment,FALSE,,,oectn,1,,,o,e,c,,,,t,n,,,c,o,m,,o,e,c,t,n,,,,+,,,,,,Keep,comment
517,i+c+f+a+n,financial,FALSE,,,icfan,0,,,i,,c,,f,,a,n,,,f,i,n,,i,c,f,a,n,,,,+,,,,,,Keep,financial
518,i+g+h+t+n+s,things,FALSE,,,ightns,0,,,i,,,g,h,,t,n,s,,t,h,i,,i,g,h,t,n,s,,,+,,,,,,Keep,things
519,o+r+k+w+n,working,FALSE,,,orkwn,0,,,o,r,k,w,,,,n,,,w,o,r,,o,r,k,w,n,,,,+,,,,,,Keep,working
520,i+g+a+n+s,against,FALSE,,,igans,0,,,i,,,g,,,a,n,s,,a,g,a,,i,g,a,n,s,,,,+,,,,,,Keep,against
521,r+d+t+n+s,standard,FALSE,,,rdtns,0,,,,r,,,d,,t,n,s,,s,t,a,,r,d,t,n,s,,,,+,,,,,,Keep,standard
522,x+t,tax,FALSE,,,xt,0,,,,,,,,x,t,,,,t,a,x,,x,t,,,,,,,+,,,,,,Remove,FALSE
523,o+e+p+n+s,person,FALSE,,,oepns,0,,,o,e,,,p,,,n,s,,p,e,r,,o,e,p,n,s,,,,+,,,,,,Keep,person
524,o+e+w+b+l,below,FALSE,,,oewbl,0,,,o,e,,w,,b,,l,,,b,e,l,,o,e,w,b,l,,,,+,,,,,,Keep,below
525,o+e+m+b+l,mobile,FALSE,,,oembl,0,,,o,e,m,,,b,,l,,,m,o,b,,o,e,m,b,l,,,,+,,,,,,Keep,mobile
526,e+l+s,less,FALSE,,,els,0,,,,e,,,,,,l,s,,l,e,s,,e,l,s,,,,,,+,,,,,,Remove,FALSE
527,o+g+t,got,FALSE,,,ogt,0,,,o,,,g,,,t,,,,g,o,t,,o,g,t,,,,,,+,,,,,,Remove,FALSE
528,o+g+b+l,blog,FALSE,,,ogbl,0,,,o,,,g,,b,,l,,,b,l,o,,o,g,b,l,,,,,+,,,,,,Remove,FALSE
529,r+p+a+y,party,FALSE,,,rpay,0,,,,r,,,p,,a,,y,,p,a,r,,r,p,a,y,,,,,+,,,,,,Keep,party
530,e+m+p+a+n+y,payment,FALSE,,,empany,0,,,,e,m,,p,,a,n,y,,p,a,y,,e,m,p,a,n,y,,,+,,,,,,Keep,payment
531,u+i+e+m+p+q+t+n,equipment,FALSE,,,uiempqtn,0,,u,i,e,m,,p,q,t,n,,,e,q,u,,u,i,e,m,p,q,t,n,+,,,,,,Keep,equipment
532,o+g+l,login,FALSE,,,ogl,1,,,o,,,g,,,,l,,,l,o,g,,o,g,l,,,,,,+,,,,,,Keep,login
533,u+e+d+t+n+s,student,FALSE,,,uedtns,1,,u,,e,,,d,,t,n,s,,s,t,u,,u,e,d,t,n,s,,,+,,,,,,Keep,student
535,e+t+l,let,FALSE,,,etl,0,,,,e,,,,,t,l,,,l,e,t,,e,t,l,,,,,,+,,,,,,Remove,FALSE
536,o+r+m+g+p+a+s,programs,FALSE,,,ormgpas,0,,,o,r,m,g,p,,a,,s,,p,r,o,,o,r,m,g,p,a,s,,+,,,,,,Keep,programs
537,o+r+f+s,offers,FALSE,,,orfs,0,,,o,r,,,f,,,,s,,o,f,f,,o,r,f,s,,,,,+,,,,,,Keep,offers
538,e+g+a+l,legal,FALSE,,,egal,0,,,,e,,g,,,a,l,,,l,e,g,,e,g,a,l,,,,,+,,,,,,Keep,legal
539,o+e+v+b+a,above,FALSE,,,oevba,0,,,o,e,v,,,b,a,,,,a,b,o,,o,e,v,b,a,,,,+,,,,,,Keep,above
540,r+c+t+n,recent,FALSE,,,rctn,0,,,,r,c,,,,t,n,,,r,e,c,,r,c,t,n,,,,,+,,,,,,Keep,recent
541,r+k+p+a,park,FALSE,,,rkpa,0,,,,r,k,,p,,a,,,,p,a,r,,r,k,p,a,,,,,+,,,,,,Remove,FALSE
542,o+r+t+s,stores,FALSE,,,orts,1,,,o,r,,,,,t,,s,,s,t,o,,o,r,t,s,,,,,+,,,,,,Keep,stores
543,i+e+d+s,side,FALSE,,,ieds,0,,,i,e,,,d,,,,s,,s,i,d,,i,e,d,s,,,,,+,,,,,,Remove,FALSE
544,c+a,act,FALSE,,,ca,0,,,,,c,,,,a,,,,a,c,t,,c,a,,,,,,,+,,,,,,Remove,FALSE
545,o+r+m+p+b+l,problem,FALSE,,,ormpbl,0,,,o,r,m,,p,b,,l,,,p,r,o,,o,r,m,p,b,l,,,+,,,,,,Keep,problem
546,r+d,red,FALSE,,,rd,0,,,,r,,,d,,,,,,r,e,d,,r,d,,,,,,,+,,,,,,Remove,FALSE
547,i+e+v+g,give,FALSE,,,ievg,0,,,i,e,v,g,,,,,,,g,i,v,,i,e,v,g,,,,,+,,,,,,Remove,FALSE
548,o+e+m+y,memory,FALSE,,,oemy,0,,,o,e,m,,,,,,y,,m,e,m,,o,e,m,y,,,,,+,,,,,,Keep,memory
549,o+e+m+p+a+n,performance,FALSE,,,oempan,0,,,o,e,m,,p,,a,n,,,p,e,r,,o,e,m,p,a,n,,,+,,,,,,Keep,performance
550,o+c+a+l+s,social,FALSE,,,ocals,0,,,o,,c,,,,a,l,s,,s,o,c,,o,c,a,l,s,,,,+,,,,,,Keep,social
552,u+g+a+s,august,FALSE,,,ugas,0,,u,,,,g,,,a,,s,,a,u,g,,u,g,a,s,,,,,+,,,,,,Keep,august
553,u+o+e+q+t,quote,FALSE,,,uoeqt,0,,u,o,e,,,,q,t,,,,q,u,o,,u,o,e,q,t,,,,+,,,,,,Keep,quote
554,u+e+g+a+l,language,FALSE,,,uegal,0,,u,,e,,g,,,a,l,,,l,a,n,,u,e,g,a,l,,,,+,,,,,,Keep,language
555,o+r+t+s,story,FALSE,,,orts,2,,,o,r,,,,,t,,s,,s,t,o,,o,r,t,s,,,,,+,,,,,,Keep,story
556,e+l+s,sell,FALSE,,,els,1,,,,e,,,,,,l,s,,s,e,l,,e,l,s,,,,,,+,,,,,,Remove,FALSE
557,o+p+t+n+s,options,FALSE,,,optns,0,,,o,,,,p,,t,n,s,,o,p,t,,o,p,t,n,s,,,,+,,,,,,Keep,options
558,i+e+c+p+x+n,experience,FALSE,,,iecpxn,0,,,i,e,c,,p,x,,n,,,e,x,p,,i,e,c,p,x,n,,,+,,,,,,Keep,experience
559,r+a+s,rates,FALSE,,,ras,0,,,,r,,,,,a,,s,,r,a,t,,r,a,s,,,,,,+,,,,,,Keep,rates
560,r+c+a,create,FALSE,,,rca,3,,,,r,c,,,,a,,,,c,r,e,,r,c,a,,,,,,+,,,,,,Keep,create
561,e+k+y,key,FALSE,,,eky,0,,,,e,k,,,,,,y,,k,e,y,,e,k,y,,,,,,+,,,,,,Remove,FALSE
562,o+d+b+y,body,FALSE,,,odby,0,,,o,,,,d,b,,,y,,b,o,d,,o,d,b,y,,,,,+,,,,,,Remove,FALSE
563,u+o+g+n+y,young,FALSE,,,uogny,0,,u,o,,,g,,,,n,y,,y,o,u,,u,o,g,n,y,,,,+,,,,,,Keep,young
564,i+e+m+a,america,FALSE,,,iema,0,,,i,e,m,,,,a,,,,a,m,e,,i,e,m,a,,,,,+,,,,,,Keep,america
565,i+r+m+p+a+n,important,FALSE,,,irmpan,0,,,i,r,m,,p,,a,n,,,i,m,p,,i,r,m,p,a,n,,,+,,,,,,Keep,important
566,i+e+f+l,field,FALSE,,,iefl,2,,,i,e,,,f,,,l,,,f,i,e,,i,e,f,l,,,,,+,,,,,,Keep,field
567,e+w+f,few,FALSE,,,ewf,0,,,,e,,w,f,,,,,,f,e,w,,e,w,f,,,,,,+,,,,,,Remove,FALSE
568,e+a+s,east,FALSE,,,eas,0,,,,e,,,,,a,,s,,e,a,s,,e,a,s,,,,,,+,,,,,,Remove,FALSE
569,r+p+a,paper,FALSE,,,rpa,1,,,,r,,,p,,a,,,,p,a,p,,r,p,a,,,,,,+,,,,,,Keep,paper
570,i+e+g+n+s,single,FALSE,,,iegns,0,,,i,e,,g,,,,n,s,,s,i,n,,i,e,g,n,s,,,,+,,,,,,Keep,single
571,e+g+a,age,FALSE,,,ega,0,,,,e,,g,,,a,,,,a,g,e,,e,g,a,,,,,,+,,,,,,Remove,FALSE
572,i+e+c+a+s,activities,FALSE,,,iecas,0,,,i,e,c,,,,a,,s,,a,c,t,,i,e,c,a,s,,,,+,,,,,,Keep,activities
573,u+c+b+l,club,FALSE,,,ucbl,0,,u,,,c,,,b,,l,,,c,l,u,,u,c,b,l,,,,,+,,,,,,Remove,FALSE
574,e+m+p+x+a+l,example,FALSE,,,empxal,0,,,,e,m,,p,x,a,l,,,e,x,a,,e,m,p,x,a,l,,,+,,,,,,Keep,example
575,i+r+g+l+s,girls,FALSE,,,irgls,0,,,i,r,,g,,,,l,s,,g,i,r,,i,r,g,l,s,,,,+,,,,,,Keep,girls
576,i+d+a+l,additional,FALSE,,,idal,0,,,i,,,,d,,a,l,,,a,d,d,,i,d,a,l,,,,,+,,,,,,Keep,additional
577,o+r+w+p+a+s,password,FALSE,,,orwpas,0,,,o,r,,w,p,,a,,s,,p,a,s,,o,r,w,p,a,s,,,+,,,,,,Keep,password
579,e+a+l+s,latest,FALSE,,,eals,2,,,,e,,,,,a,l,s,,l,a,t,,e,a,l,s,,,,,+,,,,,,Keep,latest
580,o+e+m+g+h+t+n+s,something,FALSE,,,oemghtns,0,,,o,e,m,g,h,,t,n,s,,s,o,m,,o,e,m,g,h,t,n,s,+,,,,,,Keep,something
